5679,9,355,nan,nan,24
5679,12,321,nan,nan,24
5679,12,45,nan,nan,24
5679,16,655,nan,nan,24
5679,16,545,nan,nan,24
5679,16,103,nan,nan,24
5679,16,168,nan,nan,24
5679,17,382,nan,nan,24
5679,19,421,nan,nan,24
5679,19,393,nan,nan,24
5679,19,688,nan,nan,24
5679,20,47,nan,nan,24
5679,25,505,nan,nan,24
5679,25,695,nan,nan,24
5679,25,240,nan,nan,24
5679,25,316,nan,nan,24
5679,29,499,nan,nan,24
5679,30,611,nan,nan,24
5679,30,489,nan,nan,24
5679,30,513,nan,nan,24
5679,34,213,nan,nan,24
5679,34,523,nan,nan,24
5679,38,57,nan,nan,24
5679,38,636,nan,nan,24
5679,42,253,nan,nan,24
5679,42,491,nan,nan,24
5679,42,528,nan,nan,24
5679,48,102,nan,nan,24
5679,48,394,nan,nan,24
5679,56,215,nan,nan,24
5679,56,163,nan,nan,24
5679,56,550,nan,nan,24
5679,56,52,nan,nan,24
5679,56,399,nan,nan,24
5679,56,399,nan,nan,24
5679,62,332,nan,nan,24
5679,62,18,nan,nan,24
5679,64,282,nan,nan,24
5679,70,623,nan,nan,24
5679,70,668,nan,nan,24
5679,76,243,nan,nan,24
5679,76,287,nan,nan,24
5679,80,543,nan,nan,24
5679,80,53,nan,nan,24
5679,83,567,nan,nan,24
5679,83,82,nan,nan,24
5679,91,694,nan,nan,24
5679,91,292,nan,nan,24
5679,100,227,nan,nan,24
5679,100,690,nan,nan,24
5679,100,445,nan,nan,24
5679,105,72,nan,nan,24
5679,105,432,nan,nan,24
5679,106,498,nan,nan,24
5679,106,163,nan,nan,24
5679,106,110,nan,nan,24
5679,106,547,nan,nan,24
5679,107,175,nan,nan,24
5679,107,157,nan,nan,24
5679,107,77,nan,nan,24
5679,109,293,nan,nan,24
5679,110,547,nan,nan,24
5679,110,516,nan,nan,24
5679,110,614,nan,nan,24
5679,110,36,nan,nan,24
5679,110,461,nan,nan,24
5679,112,685,nan,nan,24
5679,112,30,nan,nan,24
5679,112,238,nan,nan,24
5679,112,435,nan,nan,24
5679,112,414,nan,nan,24
5679,113,511,nan,nan,24
5679,117,349,nan,nan,24
5679,117,523,nan,nan,24
5679,121,126,nan,nan,24
5679,121,174,nan,nan,24
5679,123,459,nan,nan,24
5679,124,245,nan,nan,24
5679,124,541,nan,nan,24
5679,127,370,nan,nan,24
5679,128,507,nan,nan,24
5679,129,626,nan,nan,24
5679,135,653,nan,nan,24
5679,135,549,nan,nan,24
5679,135,650,nan,nan,24
5679,137,164,nan,nan,24
5679,139,524,nan,nan,24
5679,139,305,nan,nan,24
5679,139,623,nan,nan,24
5679,139,515,nan,nan,24
5679,139,30,nan,nan,24
5679,139,681,nan,nan,24
5679,147,39,nan,nan,24
5679,147,68,nan,nan,24
5679,150,105,nan,nan,24
5680,1,467,nan,nan,8
5680,3,114,nan,nan,8
5680,6,61,nan,nan,8
5680,6,215,nan,nan,8
5680,6,615,nan,nan,8
5680,9,200,nan,nan,8
5680,10,234,nan,nan,8
5680,11,126,nan,nan,8
5680,11,254,nan,nan,8
5680,11,350,nan,nan,8
5680,13,323,nan,nan,8
5680,13,350,nan,nan,8
5680,15,387,nan,nan,8
5680,15,526,nan,nan,8
5680,15,83,nan,nan,8
5680,16,114,nan,nan,8
5680,17,400,nan,nan,8
5680,17,572,nan,nan,8
5680,17,634,nan,nan,8
5680,18,208,nan,nan,8
5680,18,201,nan,nan,8
5680,18,245,nan,nan,8
5680,21,389,nan,nan,8
5680,21,139,nan,nan,8
5680,21,331,nan,nan,8
5680,21,358,nan,nan,8
5680,24,442,nan,nan,8
5680,24,104,nan,nan,8
5680,25,606,nan,nan,8
5680,29,236,nan,nan,8
5680,29,161,nan,nan,8
5680,29,396,nan,nan,8
5680,29,268,nan,nan,8
5680,36,21,nan,nan,8
5680,36,260,nan,nan,8
5680,37,154,nan,nan,8
5680,37,518,nan,nan,8
5680,39,44,nan,nan,8
5680,39,353,nan,nan,8
5680,43,491,nan,nan,8
5680,43,656,nan,nan,8
5680,43,477,nan,nan,8
5680,43,602,nan,nan,8
5680,45,82,nan,nan,8
5680,45,394,nan,nan,8
5680,48,424,nan,nan,8
5680,48,478,nan,nan,8
5680,48,606,nan,nan,8
5680,48,322,nan,nan,8
5680,49,211,nan,nan,8
5680,49,178,nan,nan,8
5680,52,294,nan,nan,8
5680,57,383,nan,nan,8
5680,57,336,nan,nan,8
5680,59,88,nan,nan,8
5680,59,332,nan,nan,8
5680,59,650,nan,nan,8
5680,60,529,nan,nan,8
5680,60,50,nan,nan,8
5680,62,98,nan,nan,8
5680,63,45,nan,nan,8
5680,63,492,nan,nan,8
5680,63,670,nan,nan,8
5680,64,18,nan,nan,8
5680,64,665,nan,nan,8
5680,71,132,nan,nan,8
5680,71,243,nan,nan,8
5680,71,212,nan,nan,8
5680,71,597,nan,nan,8
5680,72,232,nan,nan,8
5680,74,600,nan,nan,8
5680,75,500,nan,nan,8
5680,76,3,nan,nan,8
5680,76,236,nan,nan,8
5680,77,308,nan,nan,8
5680,83,388,nan,nan,8
5680,83,81,nan,nan,8
5680,84,127,nan,nan,8
5680,86,621,nan,nan,8
5680,87,303,nan,nan,8
5680,88,24,nan,nan,8
5680,88,14,nan,nan,8
5680,92,100,nan,nan,8
5680,94,454,nan,nan,8
5680,94,380,nan,nan,8
5680,95,216,nan,nan,8
5680,95,263,nan,nan,8
5680,95,637,nan,nan,8
5680,96,201,nan,nan,8
