5479,9,27,nan,nan,23
5479,9,301,nan,nan,23
5479,9,331,nan,nan,23
5479,9,164,nan,nan,23
5479,22,313,nan,nan,23
5479,22,199,nan,nan,23
5479,22,547,nan,nan,23
5479,22,455,nan,nan,23
5479,29,195,nan,nan,23
5479,29,688,nan,nan,23
5479,30,603,nan,nan,23
5479,34,349,nan,nan,23
5479,34,164,nan,nan,23
5479,34,624,nan,nan,23
5479,46,118,nan,nan,23
5479,46,444,nan,nan,23
5479,46,445,nan,nan,23
5479,56,682,nan,nan,23
5479,57,163,nan,nan,23
5479,68,2,nan,nan,23
5479,68,487,nan,nan,23
5479,68,110,nan,nan,23
5479,68,266,nan,nan,23
5479,73,329,nan,nan,23
5479,74,465,nan,nan,23
5479,88,228,nan,nan,23
5479,88,698,nan,nan,23
5479,89,209,nan,nan,23
5479,89,289,nan,nan,23
5479,89,229,nan,nan,23
5479,90,107,nan,nan,23
5479,90,353,nan,nan,23
5479,95,602,nan,nan,23
5479,96,572,nan,nan,23
5479,96,329,nan,nan,23
5479,96,59,nan,nan,23
5479,101,52,nan,nan,23
5479,101,180,nan,nan,23
5479,104,334,nan,nan,23
5479,104,476,nan,nan,23
5479,104,247,nan,nan,23
5479,105,75,nan,nan,23
5479,105,380,nan,nan,23
5479,107,215,nan,nan,23
5479,107,69,nan,nan,23
5479,109,695,nan,nan,23
5479,109,579,nan,nan,23
5479,109,301,nan,nan,23
5479,109,398,nan,nan,23
5479,119,126,nan,nan,23
5479,119,176,nan,nan,23
5479,119,170,nan,nan,23
5479,119,601,nan,nan,23
5479,119,590,nan,nan,23
5479,119,689,nan,nan,23
5479,121,661,nan,nan,23
5479,121,2,nan,nan,23
5479,121,319,nan,nan,23
5479,123,199,nan,nan,23
5479,128,219,nan,nan,23
5479,129,57,nan,nan,23
5479,129,449,nan,nan,23
5479,133,303,nan,nan,23
5479,133,486,nan,nan,23
5479,133,643,nan,nan,23
5479,133,9,nan,nan,23
5479,138,436,nan,nan,23
5479,138,265,nan,nan,23
5479,138,342,nan,nan,23
5479,139,643,nan,nan,23
5479,140,311,nan,nan,23
5479,140,641,nan,nan,23
5479,142,603,nan,nan,23
5479,144,120,nan,nan,23
5479,144,418,nan,nan,23
5479,144,154,nan,nan,23
5479,150,118,nan,nan,23
5479,151,481,nan,nan,23
5479,151,388,nan,nan,23
5479,151,294,nan,nan,23
5479,152,157,nan,nan,23
5479,152,178,nan,nan,23
5479,152,68,nan,nan,23
5479,152,496,nan,nan,23
5479,153,25,nan,nan,23
5479,153,640,nan,nan,23
5480,3,308,nan,nan,70
5480,3,452,nan,nan,70
5480,11,337,nan,nan,70
5480,11,326,nan,nan,70
5480,11,498,nan,nan,70
5480,11,571,nan,nan,70
5480,11,485,nan,nan,70
5480,25,246,nan,nan,70
5480,25,362,nan,nan,70
5480,25,483,nan,nan,70
5480,47,59,nan,nan,70
5480,47,644,nan,nan,70
5480,47,258,nan,nan,70
5480,52,34,nan,nan,70
5480,54,173,nan,nan,70
5480,54,42,nan,nan,70
5480,54,114,nan,nan,70
5480,69,572,nan,nan,70
5480,69,184,nan,nan,70
5480,69,654,nan,nan,70
5480,74,588,nan,nan,70
5480,113,27,nan,nan,70
5480,113,593,nan,nan,70
5480,116,447,nan,nan,70
5480,116,652,nan,nan,70
5480,152,184,nan,nan,70
5480,152,652,nan,nan,70
5480,155,538,nan,nan,70
5481,24,385,nan,nan,41
